날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-12-27,8340,8465,8215,8375,1616305,364980,TIGER 2차전지TOP10
2024-12-30,8340,8545,8335,8385,1508168,364980,TIGER 2차전지TOP10
2025-01-02,8395,8405,8155,8215,2291603,364980,TIGER 2차전지TOP10
2025-01-03,8175,8630,8135,8535,4893718,364980,TIGER 2차전지TOP10
2025-01-06,8575,8720,8500,8670,8323435,364980,TIGER 2차전지TOP10
2025-01-07,8700,8845,8665,8700,14072680,364980,TIGER 2차전지TOP10
2025-01-08,8605,8875,8600,8850,27008370,364980,TIGER 2차전지TOP10
2025-01-09,8830,8830,8525,8685,4441401,364980,TIGER 2차전지TOP10
2025-01-10,8680,8680,8480,8520,2008986,364980,TIGER 2차전지TOP10
2025-01-13,8460,8530,8385,8410,2182240,364980,TIGER 2차전지TOP10
2025-01-14,8445,8680,8435,8645,1480887,364980,TIGER 2차전지TOP10
2025-01-15,8630,8760,8505,8520,1322748,364980,TIGER 2차전지TOP10
2025-01-16,8690,8755,8595,8620,891520,364980,TIGER 2차전지TOP10
2025-01-17,8590,8690,8535,8595,1099271,364980,TIGER 2차전지TOP10
2025-01-20,8595,8980,8595,8960,1723711,364980,TIGER 2차전지TOP10
2025-01-21,8840,8935,8435,8535,2671118,364980,TIGER 2차전지TOP10
2025-01-22,8580,8770,8580,8725,2384516,364980,TIGER 2차전지TOP10
2025-01-23,8675,8680,8505,8535,1270570,364980,TIGER 2차전지TOP10
2025-01-24,8540,8590,8410,8505,1239278,364980,TIGER 2차전지TOP10
2025-01-31,8505,8520,8340,8435,1274267,364980,TIGER 2차전지TOP10
2025-02-03,8235,8260,7955,7955,2798562,364980,TIGER 2차전지TOP10
2025-02-04,8105,8105,7810,7835,2788049,364980,TIGER 2차전지TOP10
2025-02-05,7855,8130,7855,8075,2112839,364980,TIGER 2차전지TOP10
2025-02-06,8100,8130,7955,8035,1361051,364980,TIGER 2차전지TOP10
2025-02-07,8055,8165,7930,7935,1613443,364980,TIGER 2차전지TOP10
2025-02-10,7830,8055,7665,8000,4468712,364980,TIGER 2차전지TOP10
2025-02-11,8000,8110,7935,7950,11677980,364980,TIGER 2차전지TOP10
2025-02-12,7940,8025,7865,7880,2956344,364980,TIGER 2차전지TOP10
2025-02-13,7965,8370,7965,8300,3788648,364980,TIGER 2차전지TOP10
2025-02-14,8280,8320,8175,8205,1188786,364980,TIGER 2차전지TOP10
2025-02-17,8205,8460,8205,8375,2054980,364980,TIGER 2차전지TOP10
2025-02-18,8385,8400,8245,8285,1805919,364980,TIGER 2차전지TOP10
2025-02-19,8315,8705,8315,8655,3441610,364980,TIGER 2차전지TOP10
2025-02-20,8685,8855,8615,8775,2106810,364980,TIGER 2차전지TOP10
2025-02-21,8865,9055,8805,9000,2500959,364980,TIGER 2차전지TOP10
2025-02-24,8895,9240,8895,9225,3117523,364980,TIGER 2차전지TOP10
2025-02-25,9225,9225,8875,8905,3265636,364980,TIGER 2차전지TOP10
2025-02-26,8870,9060,8800,9030,3160387,364980,TIGER 2차전지TOP10
2025-02-27,9090,9095,8905,8995,1674839,364980,TIGER 2차전지TOP10
2025-02-28,8780,8860,8480,8535,3154241,364980,TIGER 2차전지TOP10
2025-03-04,8480,8500,8120,8155,8021175,364980,TIGER 2차전지TOP10
2025-03-05,8160,8285,8085,8235,3960225,364980,TIGER 2차전지TOP10
2025-03-06,8350,8565,8330,8405,3657525,364980,TIGER 2차전지TOP10
2025-03-07,8350,8765,8285,8715,7393459,364980,TIGER 2차전지TOP10
2025-03-10,8740,8825,8575,8780,6373472,364980,TIGER 2차전지TOP10
2025-03-11,8440,8555,8415,8505,5249898,364980,TIGER 2차전지TOP10
2025-03-12,8595,8815,8505,8770,3563099,364980,TIGER 2차전지TOP10
2025-03-13,8900,8900,8550,8610,4067211,364980,TIGER 2차전지TOP10
2025-03-14,8575,8585,8235,8285,4299258,364980,TIGER 2차전지TOP10
2025-03-17,8320,8385,8170,8230,2136068,364980,TIGER 2차전지TOP10
